SourceID	Order	SourceDeck	SourceCard	English	EnglishMeaning	EnglishExample	CueSource	TurkishCue	Status
4000 Essential English Words::6.Book::::confront	3422	4000 Essential English Words::6.Book		confront	When you confront someone, you meet them face to face to deal with a problem.	I confronted him as he left the meeting and told him I thought he was wrong.	to be confront	yüzleşmek	draft_google_word
4000 Essential English Words::6.Book::::contemplate	3423	4000 Essential English Words::6.Book		contemplate	To contemplate something means to think about it.	Mark took a moment to contemplate the math problem before solving it.	to contemplate	düşünmek	draft_google_word
4000 Essential English Words::6.Book::::contend	3424	4000 Essential English Words::6.Book		contend	To contend with something means to struggle to overcome it.	Stacy had to contend with a learning disability throughout high school.	to contend	mücadele etmek	draft_google_word
4000 Essential English Words::6.Book::::cot	3425	4000 Essential English Words::6.Book		cot	A cot is a small portable bed.	At the camp, the boys’ cabin was lined with cots.	cot	bebek karyolası	draft_google_word
4000 Essential English Words::6.Book::::enlist	3426	4000 Essential English Words::6.Book		enlist	To enlist means to join the military.	In their final year at school, the students were asked to enlist in the military.	to enlist	askere gitmek	draft_google_word
4000 Essential English Words::6.Book::::frontier	3427	4000 Essential English Words::6.Book		frontier	A frontier is a border between two regions or countries.	A fence was built along the frontier where the river curved.	frontier	sınır	draft_google_word
4000 Essential English Words::6.Book::::guerilla	3428	4000 Essential English Words::6.Book		guerilla	A guerilla is a person who fights as part of an unofficial army.	Guerilla warfare involves a lot of hit-and-run fighting.	guerilla	gerilla	draft_google_word
4000 Essential English Words::6.Book::::handbook	3429	4000 Essential English Words::6.Book		handbook	A handbook is material that gives specific information or instructions.	If you look at the handbook, it will tell you which wires to connect to the TV.	handbook	el kitabı	draft_google_word
4000 Essential English Words::6.Book::::hesitant	3430	4000 Essential English Words::6.Book		hesitant	If someone is hesitant, then they are not sure or are slow to act or speak.	Although he knew the answer, he was hesitant to say it because he might be wrong.	to be hesitant	tereddüt etmek	draft_google_word
4000 Essential English Words::6.Book::::lush	3431	4000 Essential English Words::6.Book		lush	If something is lush, then it is full of a variety of large, healthy plants.	The lush jungle was filled with plants, trees, and vines.	to be lush	gür	draft_google_word
4000 Essential English Words::6.Book::::outfit	3432	4000 Essential English Words::6.Book		outfit	An outfit is a set of clothes worn together, often for a certain job or event.	Kelly’s new outfit made her look so glamourous.	outfit	kıyafet	draft_google_word
4000 Essential English Words::6.Book::::paw	3433	4000 Essential English Words::6.Book		paw	A paw is an animal’s foot that has claws or soft pads.	The kitten cleaned its paws with its tongue.	paw	pençe	draft_google_word
4000 Essential English Words::6.Book::::splendid	3434	4000 Essential English Words::6.Book		splendid	If something or someone is splendid, then they are very good.	From his head down to his shoes, his clothes looked splendid.	to be splendid	muhteşem	draft_google_word
4000 Essential English Words::6.Book::::stray	3435	4000 Essential English Words::6.Book		stray	To stray means to go in a wrong direction and become lost.	He found himself lost because he had strayed from the tour group.	to stray	başıboş olmak	draft_google_word
4000 Essential English Words::6.Book::::substantial	3436	4000 Essential English Words::6.Book		substantial	If something is substantial, then it is of great importance, size, or value.	The bank said that he owed it a substantial amount of money.	to be substantial	önemli	draft_google_word
4000 Essential English Words::6.Book::::torch	3437	4000 Essential English Words::6.Book		torch	A torch is a stick with one end on fire that can be carried in order to give light.	He grabbed a piece of wood and stuck it in the fire in order to make a torch.	torch	meşale	draft_google_word
4000 Essential English Words::6.Book::::tract	3438	4000 Essential English Words::6.Book		tract	A tract is a large area of land.	On the other side of the mountains, there was a long tract of forest.	tract	yol	draft_google_word
4000 Essential English Words::6.Book::::vigil	3439	4000 Essential English Words::6.Book		vigil	A vigil is a period of watchful attention at night for a specific purpose.	He had a vigil in front of the tomb for three days.	vigil	nöbet	draft_google_word
4000 Essential English Words::6.Book::::weary	3440	4000 Essential English Words::6.Book		weary	If someone is weary, then they are tired.	Jane was weary after a long day of work.	to be weary	yorgun	draft_google_word
4000 Essential English Words::6.Book::::amid	3441	4000 Essential English Words::6.Book		amid	If something is amid something else, then it is in the middle of it.	The bee was busily flying amid the flowers in the garden.	to be amid	ortasında	draft_google_word
4000 Essential English Words::6.Book::::backstage	3442	4000 Essential English Words::6.Book		backstage	If something happens backstage, it occurs behind a theater’s stage.	After the show, the director went backstage and thanked the actors.	to be backstage	sahne arkasında	draft_google_word
4000 Essential English Words::6.Book::::billionaire	3443	4000 Essential English Words::6.Book		billionaire	A billionaire is someone who has at least one billion dollars.	The sale of his inventions made the inventor a billionaire.	billionaire	milyarder	draft_google_word
4000 Essential English Words::6.Book::::brute	3444	4000 Essential English Words::6.Book		brute	A brute is someone who behaves or looks like a violent animal.	My older brother can act like a brute when he doesn’t get his way.	brute	vahşi kaba kişi	draft_google_word
4000 Essential English Words::6.Book::::clumsy	3445	4000 Essential English Words::6.Book		clumsy	If someone is clumsy, then they are awkward in handling things.	The businessman was clumsy and dropped his work files.	to be clumsy	beceriksiz	draft_google_word
4000 Essential English Words::6.Book::::collide	3446	4000 Essential English Words::6.Book		collide	To collide with something means to hit it while moving.	The two cars collided with each other because their drivers were not careful.	to collide	çarpışmak	draft_google_word
4000 Essential English Words::6.Book::::culprit	3447	4000 Essential English Words::6.Book		culprit	A culprit is someone who has committed a crime or other bad deed.	The police were still searching for the culprit from the robbery.	culprit	suçlu	draft_google_word
4000 Essential English Words::6.Book::::evacuate	3448	4000 Essential English Words::6.Book		evacuate	To evacuate means to leave a place of danger to a place of safety.	During the flood, many families were evacuated to higher ground.	to evacuate	tahliye etmek	draft_google_word
4000 Essential English Words::6.Book::::flammable	3449	4000 Essential English Words::6.Book		flammable	If something is flammable, then it is able to catch on fire.	Be careful with that blanket near the candle. It is extremely flammable.	to be flammable	yanıcı	draft_google_word
4000 Essential English Words::6.Book::::mob	3450	4000 Essential English Words::6.Book		mob	A mob is a large crowd of people that often wants to cause violence.	The copier was destroyed by a mob of angry workers.	mob	mafya	draft_google_word
4000 Essential English Words::6.Book::::premature	3451	4000 Essential English Words::6.Book		premature	If something is premature, then it is done too early or before the proper time.	Mark’s celebration was premature because the ball hadn’t fallen in the hole.	to be premature	erken	draft_google_word
4000 Essential English Words::6.Book::::resent	3452	4000 Essential English Words::6.Book		resent	To resent something means to have bad feelings about it.	He resented the fact that he had never been able to play an instrument.	to resent	kızmak	draft_google_word
4000 Essential English Words::6.Book::::satire	3453	4000 Essential English Words::6.Book		satire	A satire is a work of art that uses humor and irony to make fun of something.	This book is a satire of what life was like in the army.	satire	hiciv	draft_google_word
