#separator:tab
#html:true
SourceID	Level	Topic	CardType	CardTypeLabel	Front	Answer	Explanation	Examples	CommonMistake	SelfGrade	Tags
a2_2_natural_spanish::impersonal_se::choose	a2_2_natural_spanish	impersonal se	choose	Choose	Choose: Spanish is spoken here.<br>A) Se habla español aquí.<br>B) Habla español aquí.	A) Se habla español aquí.	Impersonal se gives the general/passive meaning.	- Se habla español.<br>- Se vive bien aquí.<br>- Se come tarde en España.	Do not add a specific subject when using impersonal se.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish impersonal_se choose
a2_2_natural_spanish::impersonal_se::correction	a2_2_natural_spanish	impersonal se	correction	Correction	Correct this Spanish: Se hablan español.	Se habla español.	español as a language here is singular/general.	- Se habla español.<br>- Se vive bien aquí.<br>- Se come tarde en España.	Do not add a specific subject when using impersonal se.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish impersonal_se correction
a2_2_natural_spanish::impersonal_se::production	a2_2_natural_spanish	impersonal se	production	Production	Write in Spanish: People eat late here.	Se come tarde aquí.	Use se + third-person singular.	- Se habla español.<br>- Se vive bien aquí.<br>- Se come tarde en España.	Do not add a specific subject when using impersonal se.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish impersonal_se production
a2_2_natural_spanish::impersonal_se::pattern	a2_2_natural_spanish	impersonal se	pattern	Mini pattern	Mini pattern: general statement	se + verb	This is a reusable sentence chunk. Practice swapping one word at a time.	- Se dice que...<br>- Se trabaja mucho.<br>- Se vive bien.	Do not add a specific subject when using impersonal se.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish impersonal_se pattern
a2_2_natural_spanish::passive_se::rule	a2_2_natural_spanish	passive se	rule	Rule	Rule: passive se	<b>Formula</b><br>se + third-person verb agreeing with thing<br><br><b>Use</b><br>Use passive se to say something is sold/done/used without naming the actor.	Memorize the pattern first; the other cards in this topic make you use it.	- Se venden casas.<br>- Se busca camarero.<br>- Se usan tarjetas.	With plural things, the verb is often plural.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish passive_se rule
a2_2_natural_spanish::passive_se::choose	a2_2_natural_spanish	passive se	choose	Choose	Choose: Houses are sold.<br>A) Se vende casas.<br>B) Se venden casas.	B) Se venden casas.	casas is plural, so venden.	- Se venden casas.<br>- Se busca camarero.<br>- Se usan tarjetas.	With plural things, the verb is often plural.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish passive_se choose
a2_2_natural_spanish::passive_se::correction	a2_2_natural_spanish	passive se	correction	Correction	Correct this Spanish: Se vende libros.	Se venden libros.	Plural noun needs plural verb in passive se.	- Se venden casas.<br>- Se busca camarero.<br>- Se usan tarjetas.	With plural things, the verb is often plural.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish passive_se correction
a2_2_natural_spanish::passive_se::production	a2_2_natural_spanish	passive se	production	Production	Write in Spanish: Credit cards are accepted.	Se aceptan tarjetas.	tarjetas is plural, so aceptan.	- Se venden casas.<br>- Se busca camarero.<br>- Se usan tarjetas.	With plural things, the verb is often plural.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish passive_se production
a2_2_natural_spanish::passive_se::pattern	a2_2_natural_spanish	passive se	pattern	Mini pattern	Mini pattern: passive se	se + verb + noun	This is a reusable sentence chunk. Practice swapping one word at a time.	- Se alquila piso.<br>- Se venden coches.<br>- Se aceptan reservas.	With plural things, the verb is often plural.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish passive_se pattern
a2_2_natural_spanish::pronouns_with_commands::rule	a2_2_natural_spanish	pronouns with commands	rule	Rule	Rule: pronouns with commands	<b>Formula</b><br>affirmative: attach; negative: before command<br><br><b>Use</b><br>Place pronouns differently in affirmative and negative commands.	Memorize the pattern first; the other cards in this topic make you use it.	- Dímelo.<br>- No me lo digas.<br>- Hazlo.<br>- No lo hagas.	Do not attach pronouns to negative commands.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish pronouns_with_commands rule
a2_2_natural_spanish::pronouns_with_commands::choose	a2_2_natural_spanish	pronouns with commands	choose	Choose	Choose: Don't tell it to me.<br>A) No dímelo.<br>B) No me lo digas.	B) No me lo digas.	Negative commands put pronouns before the verb.	- Dímelo.<br>- No me lo digas.<br>- Hazlo.<br>- No lo hagas.	Do not attach pronouns to negative commands.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish pronouns_with_commands choose
a2_2_natural_spanish::pronouns_with_commands::correction	a2_2_natural_spanish	pronouns with commands	correction	Correction	Correct this Spanish: No hazlo.	No lo hagas.	Negative command needs pronoun before the command form.	- Dímelo.<br>- No me lo digas.<br>- Hazlo.<br>- No lo hagas.	Do not attach pronouns to negative commands.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish pronouns_with_commands correction
a2_2_natural_spanish::pronouns_with_commands::production	a2_2_natural_spanish	pronouns with commands	production	Production	Write in Spanish: Do it.	Hazlo.	Affirmative command attaches lo.	- Dímelo.<br>- No me lo digas.<br>- Hazlo.<br>- No lo hagas.	Do not attach pronouns to negative commands.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish pronouns_with_commands production
a2_2_natural_spanish::pronouns_with_commands::pattern	a2_2_natural_spanish	pronouns with commands	pattern	Mini pattern	Mini pattern: command pronoun contrast	affirmative+pronoun; no + pronoun + command	This is a reusable sentence chunk. Practice swapping one word at a time.	- Léelo.<br>- No lo leas.<br>- Dámelo.	Do not attach pronouns to negative commands.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish pronouns_with_commands pattern
a2_2_natural_spanish::preposition_plus_pronoun::rule	a2_2_natural_spanish	preposition plus pronoun	rule	Rule	Rule: preposition plus pronoun	<b>Formula</b><br>mí, ti, él/ella; conmigo/contigo<br><br><b>Use</b><br>Use prepositional pronouns after most prepositions.	Memorize the pattern first; the other cards in this topic make you use it.	- para mí<br>- sin ti<br>- con ella<br>- conmigo<br>- contigo	con mí and con ti become conmigo and contigo.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish preposition_plus_pronoun rule
a2_2_natural_spanish::preposition_plus_pronoun::choose	a2_2_natural_spanish	preposition plus pronoun	choose	Choose	Choose: with me<br>A) con mí<br>B) conmigo	B) conmigo	con + mí becomes conmigo.	- para mí<br>- sin ti<br>- con ella<br>- conmigo<br>- contigo	con mí and con ti become conmigo and contigo.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish preposition_plus_pronoun choose
a2_2_natural_spanish::preposition_plus_pronoun::correction	a2_2_natural_spanish	preposition plus pronoun	correction	Correction	Correct this Spanish: para yo	para mí	After para, use mí, not yo.	- para mí<br>- sin ti<br>- con ella<br>- conmigo<br>- contigo	con mí and con ti become conmigo and contigo.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish preposition_plus_pronoun correction
a2_2_natural_spanish::preposition_plus_pronoun::production	a2_2_natural_spanish	preposition plus pronoun	production	Production	Write in Spanish: without you	sin ti	After preposition sin, use ti.	- para mí<br>- sin ti<br>- con ella<br>- conmigo<br>- contigo	con mí and con ti become conmigo and contigo.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish preposition_plus_pronoun production
a2_2_natural_spanish::preposition_plus_pronoun::pattern	a2_2_natural_spanish	preposition plus pronoun	pattern	Mini pattern	Mini pattern: preposition pronoun	preposition + mí/ti/él/ella	This is a reusable sentence chunk. Practice swapping one word at a time.	- para mí<br>- de ti<br>- con nosotros	con mí and con ti become conmigo and contigo.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish preposition_plus_pronoun pattern
a2_2_natural_spanish::relative_quien_and_que::rule	a2_2_natural_spanish	relative quien and que	rule	Rule	Rule: relative quien and que	<b>Formula</b><br>que for things/people; quien often after preposition or commas for people<br><br><b>Use</b><br>Use que as the default relative pronoun and quien for people in specific structures.	Memorize the pattern first; the other cards in this topic make you use it.	- La mujer que vive aquí.<br>- La persona con quien trabajo.<br>- Mi hermano, quien vive en Chile, viene mañana.	Do not use quien for ordinary thing nouns.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish relative_quien_and_que rule
a2_2_natural_spanish::relative_quien_and_que::choose	a2_2_natural_spanish	relative quien and que	choose	Choose	Choose: the woman who lives here<br>A) la mujer que vive aquí<br>B) la mujer quien vive aquí	A) la mujer que vive aquí	que is the default defining relative.	- La mujer que vive aquí.<br>- La persona con quien trabajo.<br>- Mi hermano, quien vive en Chile, viene mañana.	Do not use quien for ordinary thing nouns.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish relative_quien_and_que choose
a2_2_natural_spanish::relative_quien_and_que::correction	a2_2_natural_spanish	relative quien and que	correction	Correction	Correct this Spanish: El libro quien compré	El libro que compré	Use que for things.	- La mujer que vive aquí.<br>- La persona con quien trabajo.<br>- Mi hermano, quien vive en Chile, viene mañana.	Do not use quien for ordinary thing nouns.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish relative_quien_and_que correction
a2_2_natural_spanish::relative_quien_and_que::production	a2_2_natural_spanish	relative quien and que	production	Production	Write in Spanish: the person with whom I work	la persona con quien trabajo	quien is common after a preposition for people.	- La mujer que vive aquí.<br>- La persona con quien trabajo.<br>- Mi hermano, quien vive en Chile, viene mañana.	Do not use quien for ordinary thing nouns.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish relative_quien_and_que production
a2_2_natural_spanish::relative_quien_and_que::pattern	a2_2_natural_spanish	relative quien and que	pattern	Mini pattern	Mini pattern: relative pronoun	noun + que/quien + clause	This is a reusable sentence chunk. Practice swapping one word at a time.	- el coche que compré<br>- la amiga que llamó<br>- la persona con quien hablé	Do not use quien for ordinary thing nouns.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish relative_quien_and_que pattern
