English	English Meaning	English Example	Spanish	Pronunciation Hint	Spanish Meaning	Spanish Example	Spanish Meaning (English)	Spanish Example (English)	Spanish Article	Spanish Gender	Spanish Number	Spanish Part of Speech	Spanish Forms	Notes	Status	Source Deck	Source Card	Tags
incline	An incline is a sharp rise in something, especially a hill or mountain.	This mountain has one of the steepest inclines in the world.	pendiente	pen-DIEN-te	Una pendiente es una subida brusca de algo, especialmente una colina o montaña.	Esta montaña tiene una de las pendientes más pronunciadas del mundo.	An incline is a sharp rise in something, especially a hill or mountain.	This mountain has one of the steepest inclines in the world.							reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
nasty	If something is nasty, then it is not nice or pleasant.	The rotten apple left a nasty taste inside her mouth.	desagradable	de-sa-gra-DA-ble	Si algo es desagradable, entonces no es agradable ni agradable.	La manzana podrida le dejó un sabor desagradable en la boca.	If something is nasty, then it is not nice or pleasant.	The rotten apple left a nasty taste inside her mouth.							reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
perceive	To perceive something means to be aware of it.	He was talking loudly, so he did not perceive that the music had stopped.	percibir	per-si-BIR	Percibir algo significa ser consciente de ello.	Hablaba en voz alta, por lo que no percibió que la música había cesado.	To perceive something means to be aware of it.	He was talking loudly, so he did not perceive that the music had stopped.				verb	infinitive: percibir; -ir pattern: yo -o; tú -es; él/ella -e; nosotros -imos; ellos -en; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
primate	A primate is a type of mammal that includes monkeys, apes, and humans.	Primates use their hands for such tasks as swinging from branches.	primate	pri-MA-te	Un primate es un tipo de mamífero que incluye monos, simios y humanos.	Los primates usan sus manos para tareas como balancearse de las ramas.	A primate is a type of mammal that includes monkeys, apes, and humans.	Primates use their hands for such tasks as swinging from branches.							reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
primitive	If something is primitive, then it is simple, basic, and not very developed.	The computers of the 1980s are primitive compared to those of today.	primitivo	pri-mi-TI-bo	Si algo es primitivo, entonces es simple, básico y poco desarrollado.	Las computadoras de la década de 1980 son primitivas en comparación con las de hoy.	If something is primitive, then it is simple, basic, and not very developed.	The computers of the 1980s are primitive compared to those of today.							reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
stereotype	A stereotype is a general but often incorrect idea about a person or thing.	There’s a stereotype that pigs are dirty animals. But they are rather clean.	el estereotipo	el es-te-reo-TI-po	Un estereotipo es una idea general, pero a menudo incorrecta, sobre una persona o cosa.	Existe el estereotipo de que los cerdos son animales sucios. Pero están bastante limpios.	A stereotype is a general but often incorrect idea about a person or thing.	There’s a stereotype that pigs are dirty animals. But they are rather clean.	el	masculine	singular	noun	singular: el estereotipo; plural: los estereotipos		reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
sticky	If something is sticky, then it is covered with a substance that things stick to.	Place the sticky part of the tape against the paper, so it will cling to the wall.	pegajoso	pe-ga-HO-so	Si algo está pegajoso, entonces está cubierto con una sustancia a la que se adhieren las cosas.	Coloque la parte adhesiva de la cinta contra el papel para que se adhiera a la pared.	If something is sticky, then it is covered with a substance that things stick to.	Place the sticky part of the tape against the paper, so it will cling to the wall.							reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
termite	A termite is an insect that lives in groups and feeds on wood.	The wood we found was full of termites.	la termita	la ter-MI-ta	Una termita es un insecto que vive en grupos y se alimenta de madera.	La madera que encontramos estaba llena de termitas.	A termite is an insect that lives in groups and feeds on wood.	The wood we found was full of termites.	la	feminine	singular	noun	singular: la termita; plural: las termitas		reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
thereby	If we say that thereby something happens, we mean it is a result of something else.	He didn’t score a goal, thereby ending his chance at setting a record.	por ello	POR EL-lo	Si decimos que algo sucede, queremos decir que es el resultado de otra cosa.	No marcó ningún gol, lo que puso fin a sus posibilidades de establecer un récord.	If we say that thereby something happens, we mean it is a result of something else.	He didn’t score a goal, thereby ending his chance at setting a record.							reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
trail	A trail is a path for travelling by foot through a wild area.	A narrow trail cut through the field and over the hills.	el sendero	el sen-DE-ro	Un sendero es un camino para recorrer a pie a través de un área salvaje.	Un sendero estrecho atravesaba el campo y pasaba por las colinas.	A trail is a path for travelling by foot through a wild area.	A narrow trail cut through the field and over the hills.	el	masculine	singular	noun	singular: el sendero; plural: los senderos		reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
twig	A twig is a short and thin branch from a tree or bush.	They started the fire with a handful of dry twigs.	el rama	el RA-ma	Una ramita es una rama corta y delgada de un árbol o arbusto.	Encendieron el fuego con un puñado de ramitas secas.	A twig is a short and thin branch from a tree or bush.	They started the fire with a handful of dry twigs.	el	masculine	singular	noun	singular: el rama; plural: los ramas		reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
welfare	Welfare is the health and happiness of a person or group.	Having plenty of clean water is necessary for the welfare of people.	bienestar	bie-nes-TAR	El bienestar es la salud y la felicidad de una persona o grupo.	Disponer de abundante agua potable es necesario para el bienestar de las personas.	Welfare is the health and happiness of a person or group.	Having plenty of clean water is necessary for the welfare of people.				verb	infinitive: bienestar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
behalf	If something is done on one’s behalf, it is done for that person by another.	The original speaker was sick, so his son gave the speech on his behalf.	en nombre de	EN NOM-bre DE	Si algo se hace en nombre de uno, otro lo hace para esa persona.	El orador original estaba enfermo, por lo que su hijo pronunció el discurso en su nombre.	If something is done on one’s behalf, it is done for that person by another.	The original speaker was sick, so his son gave the speech on his behalf.							reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
flap	To flap means to move quickly up and down or from side to side.	The tiny bird flapped its wings and ate from the flowers.	agitar	a-hi-TAR	Agitar significa moverse rápidamente hacia arriba y hacia abajo o de lado a lado.	El pajarillo agitó sus alas y comió de las flores.	To flap means to move quickly up and down or from side to side.	The tiny bird flapped its wings and ate from the flowers.				verb	infinitive: agitar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
glacier	A glacier is a large piece of ice that moves very slowly.	The North Pole is covered by a huge glacier.	glaciar	gla-SIAR	Un glaciar es un gran trozo de hielo que se mueve muy lentamente.	El Polo Norte está cubierto por un enorme glaciar.	A glacier is a large piece of ice that moves very slowly.	The North Pole is covered by a huge glacier.				verb	infinitive: glaciar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::6.Book		spanish from_4000_english 4000_essential_english_words_6_book reviewed
