#separator:tab
#html:true
SourceID	DeckPath	Level	Topic	CardType	PromptMode	Front	Answer	TypeAnswer	Back	Formula	Examples	Audio	AudioURL	AudioContributor	AudioLicense	AudioID	Source	Attribution	Tags
tatoeba_dictation::a1_2_core_sentences::329732::39283	Spanish Core Learning::A1.2 Core Sentences	a1_2_core_sentences	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_329732.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Pero sé cocinar bien	Pero sé cocinar bien	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: But I am able to cook well.	Listen → reconstruct the complete sentence → compare → shadow once.	- Pero sé cocinar bien.<br>- But I am able to cook well.	[sound:tatoeba_spa_329732.mp3]	https://audio.tatoeba.org/sentences/spa/329732.mp3	arh	CC BY-NC-ND 3.0	931349	Tatoeba spa:329732 eng:39283	Source: Tatoeba.org sentence IDs 329732/39283.	spanish_core a1_2_core_sentences full_sentence_listening dictation
tatoeba_dictation::a2_1_daily_past::871350::871348	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_871350.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Vi a la profesora Gómez ayer	Vi a la profesora Gómez ayer	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: I saw Professor Gómez yesterday.	Listen → reconstruct the complete sentence → compare → shadow once.	- Vi a la profesora Gómez ayer.<br>- I saw Professor Gómez yesterday.	[sound:tatoeba_spa_871350.mp3]	https://audio.tatoeba.org/sentences/spa/871350.mp3	arh	CC BY-NC-ND 3.0	788551	Tatoeba spa:871350 eng:871348	Source: Tatoeba.org sentence IDs 871350/871348.	spanish_core a2_1_daily_past full_sentence_listening dictation
tatoeba_dictation::a2_1_daily_past::673024::619624	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_673024.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	¿Era interesante?	¿Era interesante?	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: Was it interesting?	Listen → reconstruct the complete sentence → compare → shadow once.	- ¿Era interesante?<br>- Was it interesting?	[sound:tatoeba_spa_673024.mp3]	https://audio.tatoeba.org/sentences/spa/673024.mp3	arh	CC BY-NC-ND 3.0	42532	Tatoeba spa:673024 eng:619624	Source: Tatoeba.org sentence IDs 673024/619624.	spanish_core a2_1_daily_past full_sentence_listening dictation
tatoeba_dictation::a2_1_daily_past::611345::323962	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_611345.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Era de noche	Era de noche	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: It was night.	Listen → reconstruct the complete sentence → compare → shadow once.	- Era de noche.<br>- It was night.	[sound:tatoeba_spa_611345.mp3]	https://audio.tatoeba.org/sentences/spa/611345.mp3	arh	CC BY-NC-ND 3.0	438047	Tatoeba spa:611345 eng:323962	Source: Tatoeba.org sentence IDs 611345/323962.	spanish_core a2_1_daily_past full_sentence_listening dictation
tatoeba_dictation::a2_1_daily_past::568170::42588	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_568170.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Era una pesadilla	Era una pesadilla	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: It was a nightmare.	Listen → reconstruct the complete sentence → compare → shadow once.	- Era una pesadilla.<br>- It was a nightmare.	[sound:tatoeba_spa_568170.mp3]	https://audio.tatoeba.org/sentences/spa/568170.mp3	arh	CC BY-NC-ND 3.0	39834	Tatoeba spa:568170 eng:42588	Source: Tatoeba.org sentence IDs 568170/42588.	spanish_core a2_1_daily_past full_sentence_listening dictation
tatoeba_dictation::a2_1_daily_past::540307::322204	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_540307.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Era realmente interesante	Era realmente interesante	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: It was really interesting.	Listen → reconstruct the complete sentence → compare → shadow once.	- Era realmente interesante.<br>- It was really interesting.	[sound:tatoeba_spa_540307.mp3]	https://audio.tatoeba.org/sentences/spa/540307.mp3	arh	CC BY-NC-ND 3.0	505441	Tatoeba spa:540307 eng:322204	Source: Tatoeba.org sentence IDs 540307/322204.	spanish_core a2_1_daily_past full_sentence_listening dictation
tatoeba_dictation::a2_1_daily_past::2494::1289	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_2494.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Era un conejo malo	Era un conejo malo	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: That was an evil bunny.	Listen → reconstruct the complete sentence → compare → shadow once.	- Era un conejo malo.<br>- That was an evil bunny.	[sound:tatoeba_spa_2494.mp3]	https://audio.tatoeba.org/sentences/spa/2494.mp3	arh	CC BY-NC-ND 3.0	706491	Tatoeba spa:2494 eng:1289	Source: Tatoeba.org sentence IDs 2494/1289.	spanish_core a2_1_daily_past full_sentence_listening dictation
tatoeba_dictation::a2_1_daily_past::629259::629258	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_629259.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Era una sonrisa forzada	Era una sonrisa forzada	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: It was a forced smile.	Listen → reconstruct the complete sentence → compare → shadow once.	- Era una sonrisa forzada.<br>- It was a forced smile.	[sound:tatoeba_spa_629259.mp3]	https://audio.tatoeba.org/sentences/spa/629259.mp3	arh	CC BY-NC-ND 3.0	636487	Tatoeba spa:629259 eng:629258	Source: Tatoeba.org sentence IDs 629259/629258.	spanish_core a2_1_daily_past full_sentence_listening dictation
tatoeba_dictation::a2_1_daily_past::445675::279513	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_445675.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Era un sábado por la noche	Era un sábado por la noche	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: It was Saturday night.	Listen → reconstruct the complete sentence → compare → shadow once.	- Era un sábado por la noche.<br>- It was Saturday night.	[sound:tatoeba_spa_445675.mp3]	https://audio.tatoeba.org/sentences/spa/445675.mp3	marcelostockle	CC BY-NC 4.0	34476	Tatoeba spa:445675 eng:279513	Source: Tatoeba.org sentence IDs 445675/279513.	spanish_core a2_1_daily_past full_sentence_listening dictation
tatoeba_dictation::a2_1_daily_past::514874::42106	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_514874.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Era demasiado difícil para mí	Era demasiado difícil para mí	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: It was too difficult for me.	Listen → reconstruct the complete sentence → compare → shadow once.	- Era demasiado difícil para mí.<br>- It was too difficult for me.	[sound:tatoeba_spa_514874.mp3]	https://audio.tatoeba.org/sentences/spa/514874.mp3	arh	CC BY-NC-ND 3.0	551530	Tatoeba spa:514874 eng:42106	Source: Tatoeba.org sentence IDs 514874/42106.	spanish_core a2_1_daily_past full_sentence_listening dictation
tatoeba_dictation::a2_1_daily_past::625816::625185	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_625816.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Era una noche oscura y tormentosa	Era una noche oscura y tormentosa	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: It was a dark and stormy night.	Listen → reconstruct the complete sentence → compare → shadow once.	- Era una noche oscura y tormentosa.<br>- It was a dark and stormy night.	[sound:tatoeba_spa_625816.mp3]	https://audio.tatoeba.org/sentences/spa/625816.mp3	arh	CC BY-NC-ND 3.0	355003	Tatoeba spa:625816 eng:625185	Source: Tatoeba.org sentence IDs 625816/625185.	spanish_core a2_1_daily_past full_sentence_listening dictation
tatoeba_dictation::a2_2_natural_spanish::1628198::1627356	Spanish Core Learning::A2.2 Natural Spanish	a2_2_natural_spanish	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_1628198.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Hemos ido demasiado lejos	Hemos ido demasiado lejos	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: We've gone too far.	Listen → reconstruct the complete sentence → compare → shadow once.	- Hemos ido demasiado lejos.<br>- We've gone too far.	[sound:tatoeba_spa_1628198.mp3]	https://audio.tatoeba.org/sentences/spa/1628198.mp3	arh	CC BY-NC-ND 3.0	501217	Tatoeba spa:1628198 eng:1627356	Source: Tatoeba.org sentence IDs 1628198/1627356.	spanish_core a2_2_natural_spanish full_sentence_listening dictation
tatoeba_dictation::a2_2_natural_spanish::1704792::1702602	Spanish Core Learning::A2.2 Natural Spanish	a2_2_natural_spanish	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_1704792.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Hemos estado aquí antes	Hemos estado aquí antes	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: We've been here before.	Listen → reconstruct the complete sentence → compare → shadow once.	- Hemos estado aquí antes.<br>- We've been here before.	[sound:tatoeba_spa_1704792.mp3]	https://audio.tatoeba.org/sentences/spa/1704792.mp3	marcelostockle	CC BY-NC 4.0	77944	Tatoeba spa:1704792 eng:1702602	Source: Tatoeba.org sentence IDs 1704792/1702602.	spanish_core a2_2_natural_spanish full_sentence_listening dictation
tatoeba_dictation::a2_2_natural_spanish::1704793::1702600	Spanish Core Learning::A2.2 Natural Spanish	a2_2_natural_spanish	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_1704793.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Hemos estado ahí antes	Hemos estado ahí antes	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: We've been there before.	Listen → reconstruct the complete sentence → compare → shadow once.	- Hemos estado ahí antes.<br>- We've been there before.	[sound:tatoeba_spa_1704793.mp3]	https://audio.tatoeba.org/sentences/spa/1704793.mp3	marcelostockle	CC BY-NC 4.0	77945	Tatoeba spa:1704793 eng:1702600	Source: Tatoeba.org sentence IDs 1704793/1702600.	spanish_core a2_2_natural_spanish full_sentence_listening dictation
tatoeba_dictation::a2_2_natural_spanish::495326::308263	Spanish Core Learning::A2.2 Natural Spanish	a2_2_natural_spanish	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_495326.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Lo que ella dice podría ser verdad	Lo que ella dice podría ser verdad	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: What she says may be true.	Listen → reconstruct the complete sentence → compare → shadow once.	- Lo que ella dice podría ser verdad.<br>- What she says may be true.	[sound:tatoeba_spa_495326.mp3]	https://audio.tatoeba.org/sentences/spa/495326.mp3	marcelostockle	CC BY-NC 4.0	37821	Tatoeba spa:495326 eng:308263	Source: Tatoeba.org sentence IDs 495326/308263.	spanish_core a2_2_natural_spanish full_sentence_listening dictation
tatoeba_dictation::a2_2_natural_spanish::511413::20094	Spanish Core Learning::A2.2 Natural Spanish	a2_2_natural_spanish	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_511413.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Lo que está hecho no se puede deshacer	Lo que está hecho no se puede deshacer	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: What is done cannot be undone.	Listen → reconstruct the complete sentence → compare → shadow once.	- Lo que está hecho no se puede deshacer.<br>- What is done cannot be undone.	[sound:tatoeba_spa_511413.mp3]	https://audio.tatoeba.org/sentences/spa/511413.mp3	arh	CC BY-NC-ND 3.0	453117	Tatoeba spa:511413 eng:20094	Source: Tatoeba.org sentence IDs 511413/20094.	spanish_core a2_2_natural_spanish full_sentence_listening dictation
tatoeba_dictation::a2_2_natural_spanish::544057::17199	Spanish Core Learning::A2.2 Natural Spanish	a2_2_natural_spanish	full-sentence listening	dictation	type_compare	"[sound:tatoeba_spa_544057.mp3]<br><br><span class=""front-instruction"">Listen without text, then type the full Spanish sentence</span>"	Lo que dices no tiene sentido	Lo que dices no tiene sentido	Compare wording, accents, and word boundaries; then replay and shadow the full sentence once.<br><br>Meaning: What you are saying does not make sense.	Listen → reconstruct the complete sentence → compare → shadow once.	- Lo que dices no tiene sentido.<br>- What you are saying does not make sense.	[sound:tatoeba_spa_544057.mp3]	https://audio.tatoeba.org/sentences/spa/544057.mp3	arh	CC BY-NC-ND 3.0	568182	Tatoeba spa:544057 eng:17199	Source: Tatoeba.org sentence IDs 544057/17199.	spanish_core a2_2_natural_spanish full_sentence_listening dictation
